Source	Target	Species	Target Score	Target Description	SourceType	TargetType	TargetDegree	MultipleSpecies
miR-15b-5p	LITAF	Human	92	lipopolysaccharide induced TNF factor	miRNA	mRNA	1	1
miR-15b-5p	KRTAP11-1	Human	92	keratin associated protein 11-1	miRNA	mRNA	1	2
miR-15b-5p	TRABD2B	Human	92	TraB domain containing 2B	miRNA	mRNA	1	2
miR-15b-5p	ZNF449	Human	92	zinc finger protein 449	miRNA	mRNA	1	1
miR-15b-5p	RETREG2	Human	92	reticulophagy regulator family member 2	miRNA	mRNA	1	1
miR-15b-5p	DLL1	Human	92	delta like canonical Notch ligand 1	miRNA	mRNA	2	2
miR-15b-5p	NHLRC2	Human	92	NHL repeat containing 2	miRNA	mRNA	1	1
miR-15b-5p	SLC20A2	Human	92	solute carrier family 20 member 2	miRNA	mRNA	2	3
miR-15b-5p	NAA25	Human	92	N(alpha)-acetyltransferase 25, NatB auxiliary subunit	miRNA	mRNA	2	1
miR-15b-5p	LAMP3	Human	92	lysosomal associated membrane protein 3	miRNA	mRNA	1	1
miR-15b-5p	TMEM183A	Human	92	transmembrane protein 183A	miRNA	mRNA	2	2
miR-15b-5p	CDC25A	Human	92	cell division cycle 25A	miRNA	mRNA	1	2
miR-15b-5p	MEOX2	Human	92	mesenchyme homeobox 2	miRNA	mRNA	1	1
miR-15b-5p	CPEB3	Human	92	cytoplasmic polyadenylation element binding protein 3	miRNA	mRNA	1	2
miR-15b-5p	MEX3C	Human	92	mex-3 RNA binding family member C	miRNA	mRNA	1	2
miR-15b-5p	PCDH17	Human	92	protocadherin 17	miRNA	mRNA	2	3
miR-193b-3p	FHDC1	Human	92	FH2 domain containing 1	miRNA	mRNA	1	2
miR-193b-3p	KCNJ2	Human	92	potassium voltage-gated channel subfamily J member 2	miRNA	mRNA	2	2
miR-193b-3p	IL17RD	Human	92	interleukin 17 receptor D	miRNA	mRNA	2	2
miR-199a-3p	PCDH7	Human	92	protocadherin 7	miRNA	mRNA	1	1
miR-199a-3p	COL12A1	Human	92	collagen type XII alpha 1 chain	miRNA	mRNA	1	2
miR-199a-3p	TPPP	Human	92	tubulin polymerization promoting protein	miRNA	mRNA	1	2
miR-199a-3p	PTPN3	Human	92	protein tyrosine phosphatase, non-receptor type 3	miRNA	mRNA	2	1
miR-199a-3p	EPG5	Human	92	ectopic P-granules autophagy protein 5 homolog	miRNA	mRNA	1	1
miR-214-3p	RAPGEFL1	Human	92	Rap guanine nucleotide exchange factor like 1	miRNA	mRNA	2	2
miR-214-3p	KIAA0355	Human	92	KIAA0355	miRNA	mRNA	1	1
miR-214-3p	FNDC5	Human	92	fibronectin type III domain containing 5	miRNA	mRNA	1	2
miR-214-3p	SLC23A2	Human	92	solute carrier family 23 member 2	miRNA	mRNA	1	1
miR-214-3p	LHX6	Human	92	LIM homeobox 6	miRNA	mRNA	1	1
miR-214-3p	IL17RD	Human	92	interleukin 17 receptor D	miRNA	mRNA	2	2
miR-214-3p	USP46	Human	92	ubiquitin specific peptidase 46	miRNA	mRNA	1	1
miR-214-3p	LRP2	Human	92	LDL receptor related protein 2	miRNA	mRNA	2	3
miR-214-3p	GPN1	Human	92	GPN-loop GTPase 1	miRNA	mRNA	1	1
miR-214-3p	F8	Human	92	coagulation factor VIII	miRNA	mRNA	1	1
miR-214-3p	PIK3CB	Human	92	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta	miRNA	mRNA	1	1
miR-214-3p	PPM1L	Human	92	protein phosphatase, Mg2+/Mn2+ dependent 1L	miRNA	mRNA	1	1
miR-214-3p	OPRK1	Human	92	opioid receptor kappa 1	miRNA	mRNA	1	1
miR-214-3p	DAGLA	Human	92	diacylglycerol lipase alpha	miRNA	mRNA	1	1
miR-214-5p	EYA1	Human	92	EYA transcriptional coactivator and phosphatase 1	miRNA	mRNA	1	2
miR-214-5p	UNC5A	Human	92	unc-5 netrin receptor A	miRNA	mRNA	1	1
miR-29c-3p	MYCN	Human	92	MYCN proto-oncogene, bHLH transcription factor	miRNA	mRNA	1	2
miR-29c-3p	DENND6A	Human	92	DENN domain containing 6A	miRNA	mRNA	2	1
miR-29c-3p	MBTD1	Human	92	mbt domain containing 1	miRNA	mRNA	1	1
miR-29c-3p	DTWD2	Human	92	DTW domain containing 2	miRNA	mRNA	1	1
miR-29c-3p	SS18L1	Human	92	SS18L1, nBAF chromatin remodeling complex subunit	miRNA	mRNA	1	1
miR-29c-3p	ULBP2	Human	92	UL16 binding protein 2	miRNA	mRNA	1	1
miR-29c-3p	ING3	Human	92	inhibitor of growth family member 3	miRNA	mRNA	1	1
miR-29c-3p	PRKAB2	Human	92	protein kinase AMP-activated non-catalytic subunit beta 2	miRNA	mRNA	1	1
miR-29c-3p	NLRX1	Human	92	NLR family member X1	miRNA	mRNA	1	2
miR-29c-3p	OSTC	Human	92	oligosaccharyltransferase complex non-catalytic subunit	miRNA	mRNA	1	1
miR-29c-3p	NKIRAS2	Human	92	NFKB inhibitor interacting Ras like 2	miRNA	mRNA	1	1
miR-29c-3p	TFEB	Human	92	transcription factor EB	miRNA	mRNA	1	2
miR-29c-3p	DDX3X	Human	92	DEAD-box helicase 3 X-linked	miRNA	mRNA	2	2
miR-29c-3p	TMTC3	Human	92	transmembrane and tetratricopeptide repeat containing 3	miRNA	mRNA	1	1
miR-29c-3p	NKRF	Human	92	NFKB repressing factor	miRNA	mRNA	1	1
miR-29c-3p	EML6	Human	92	EMAP like 6	miRNA	mRNA	1	2
miR-29c-3p	DCX	Human	92	doublecortin	miRNA	mRNA	1	1
miR-29c-3p	FAM167A	Human	92	family with sequence similarity 167 member A	miRNA	mRNA	1	2
miR-29c-3p	BMT2	Human	92	base methyltransferase of 25S rRNA 2 homolog	miRNA	mRNA	1	1
miR-29c-3p	CPS1	Human	92	carbamoyl-phosphate synthase 1	miRNA	mRNA	1	1
miR-29c-3p	FEM1B	Human	92	fem-1 homolog B	miRNA	mRNA	1	2
miR-29c-3p	TMEM183A	Human	92	transmembrane protein 183A	miRNA	mRNA	2	2
miR-29c-3p	TUBB2A	Human	92	tubulin beta 2A class IIa	miRNA	mRNA	1	1
miR-29c-3p	MAP4K4	Human	92	mitogen-activated protein kinase kinase kinase kinase 4	miRNA	mRNA	1	1
miR-140-3p	CCNT2	Human	91	cyclin T2	miRNA	mRNA	1	1
miR-140-3p	ZNF584	Human	91	zinc finger protein 584	miRNA	mRNA	1	1
miR-140-3p	FGF9	Human	91	fibroblast growth factor 9	miRNA	mRNA	1	2
miR-140-3p	TRAK1	Human	91	trafficking kinesin protein 1	miRNA	mRNA	1	1
miR-140-3p	SLAIN2	Human	91	SLAIN motif family member 2	miRNA	mRNA	1	2
miR-140-3p	USP49	Human	91	ubiquitin specific peptidase 49	miRNA	mRNA	1	1
miR-140-3p	TAB2	Human	91	TGF-beta activated kinase 1 (MAP3K7) binding protein 2	miRNA	mRNA	1	2
miR-140-3p	OTULINL	Human	91	OTU deubiquitinase with linear linkage specificity like	miRNA	mRNA	1	1
miR-140-3p	PLEKHG3	Human	91	pleckstrin homology and RhoGEF domain containing G3	miRNA	mRNA	1	1
miR-140-3p	YWHAG	Human	91	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma	miRNA	mRNA	1	1
miR-15b-5p	ATXN7L1	Human	91	ataxin 7 like 1	miRNA	mRNA	1	1
miR-15b-5p	SIK1	Human	91	salt inducible kinase 1	miRNA	mRNA	1	1
miR-15b-5p	SALL1	Human	91	spalt like transcription factor 1	miRNA	mRNA	1	2
miR-15b-5p	CC2D1B	Human	91	coiled-coil and C2 domain containing 1B	miRNA	mRNA	1	1
miR-15b-5p	TMCC1	Human	91	transmembrane and coiled-coil domain family 1	miRNA	mRNA	1	1
miR-15b-5p	ZNRF3	Human	91	zinc and ring finger 3	miRNA	mRNA	1	1
miR-15b-5p	CLOCK	Human	91	clock circadian regulator	miRNA	mRNA	1	2
miR-15b-5p	KRTAP4-6	Human	91	keratin associated protein 4-6	miRNA	mRNA	1	1
miR-15b-5p	CDC42SE2	Human	91	CDC42 small effector 2	miRNA	mRNA	1	1
miR-15b-5p	ZFHX3	Human	91	zinc finger homeobox 3	miRNA	mRNA	1	1
miR-15b-5p	PPM1A	Human	91	protein phosphatase, Mg2+/Mn2+ dependent 1A	miRNA	mRNA	1	1
miR-15b-5p	CCNT1	Human	91	cyclin T1	miRNA	mRNA	1	1
miR-15b-5p	NOS1	Human	91	nitric oxide synthase 1	miRNA	mRNA	1	2
miR-15b-5p	LRRK1	Human	91	leucine rich repeat kinase 1	miRNA	mRNA	1	1
miR-15b-5p	RPS6KA6	Human	91	ribosomal protein S6 kinase A6	miRNA	mRNA	1	1
miR-15b-5p	TLL1	Human	91	tolloid like 1	miRNA	mRNA	2	3
miR-15b-5p	EZH1	Human	91	enhancer of zeste 1 polycomb repressive complex 2 subunit	miRNA	mRNA	1	2
miR-15b-5p	SPTLC1	Human	91	serine palmitoyltransferase long chain base subunit 1	miRNA	mRNA	1	1
miR-15b-5p	AMER1	Human	91	APC membrane recruitment protein 1	miRNA	mRNA	2	2
miR-15b-5p	LARGE2	Human	91	LARGE xylosyl- and glucuronyltransferase 2	miRNA	mRNA	1	1
miR-15b-5p	RARB	Human	91	retinoic acid receptor beta	miRNA	mRNA	2	2
miR-15b-5p	ZC3H13	Human	91	zinc finger CCCH-type containing 13	miRNA	mRNA	1	1
miR-15b-5p	CSDE1	Human	91	cold shock domain containing E1	miRNA	mRNA	1	1
miR-193b-3p	CARF	Human	91	calcium responsive transcription factor	miRNA	mRNA	1	1
miR-193b-3p	LYRM2	Human	91	LYR motif containing 2	miRNA	mRNA	1	1
miR-199a-3p	SLC20A2	Human	91	solute carrier family 20 member 2	miRNA	mRNA	2	3
miR-199a-3p	KDM6A	Human	91	lysine demethylase 6A	miRNA	mRNA	1	2
miR-199a-3p	ADAMTS3	Human	91	ADAM metallopeptidase with thrombospondin type 1 motif 3	miRNA	mRNA	2	1
miR-199a-3p	DNMT3A	Human	91	DNA methyltransferase 3 alpha	miRNA	mRNA	2	2
miR-199a-3p	CYB5R4	Human	91	cytochrome b5 reductase 4	miRNA	mRNA	1	2
miR-199a-3p	DEPDC1B	Human	91	DEP domain containing 1B	miRNA	mRNA	1	1
miR-199a-3p	C9orf40	Human	91	chromosome 9 open reading frame 40	miRNA	mRNA	1	1
miR-199a-3p	CDK17	Human	91	cyclin dependent kinase 17	miRNA	mRNA	1	3
miR-199a-3p	LRRC1	Human	91	leucine rich repeat containing 1	miRNA	mRNA	1	2
miR-199a-3p	EMC1	Human	91	ER membrane protein complex subunit 1	miRNA	mRNA	1	1
miR-199a-3p	TAOK1	Human	91	TAO kinase 1	miRNA	mRNA	1	2
miR-214-3p	NAA50	Human	91	N(alpha)-acetyltransferase 50, NatE catalytic subunit	miRNA	mRNA	1	3
miR-214-3p	KCNC2	Human	91	potassium voltage-gated channel subfamily C member 2	miRNA	mRNA	1	1
miR-214-3p	BCL11A	Human	91	BCL11A, BAF complex component	miRNA	mRNA	1	1
miR-214-3p	ZBTB39	Human	91	zinc finger and BTB domain containing 39	miRNA	mRNA	2	3
miR-214-3p	MTA3	Human	91	metastasis associated 1 family member 3	miRNA	mRNA	1	1
miR-214-3p	NFATC2	Human	91	nuclear factor of activated T cells 2	miRNA	mRNA	1	2
miR-214-3p	SLC25A39	Human	91	solute carrier family 25 member 39	miRNA	mRNA	1	1
miR-214-3p	PURB	Human	91	purine rich element binding protein B	miRNA	mRNA	1	1
miR-214-3p	PPP6C	Human	91	protein phosphatase 6 catalytic subunit	miRNA	mRNA	1	1
miR-214-3p	NUFIP2	Human	91	nuclear FMR1 interacting protein 2	miRNA	mRNA	1	2
miR-214-3p	TMEM248	Human	91	transmembrane protein 248	miRNA	mRNA	1	3
miR-214-5p	ARSB	Human	91	arylsulfatase B	miRNA	mRNA	1	1
miR-214-5p	AWAT1	Human	91	acyl-CoA wax alcohol acyltransferase 1	miRNA	mRNA	1	1
miR-214-5p	ARHGAP28	Human	91	Rho GTPase activating protein 28	miRNA	mRNA	1	2
miR-214-5p	RPS6KC1	Human	91	ribosomal protein S6 kinase C1	miRNA	mRNA	1	1
miR-29c-3p	TFAP2C	Human	91	transcription factor AP-2 gamma	miRNA	mRNA	1	1
miR-29c-3p	RAPGEFL1	Human	91	Rap guanine nucleotide exchange factor like 1	miRNA	mRNA	2	2
miR-29c-3p	NCKAP5	Human	91	NCK associated protein 5	miRNA	mRNA	1	1
miR-29c-3p	ZMIZ1	Human	91	zinc finger MIZ-type containing 1	miRNA	mRNA	1	2
miR-29c-3p	BTG2	Human	91	BTG anti-proliferation factor 2	miRNA	mRNA	1	2
miR-29c-3p	ENHO	Human	91	energy homeostasis associated	miRNA	mRNA	1	1
miR-29c-3p	MAPRE1	Human	91	microtubule associated protein RP/EB family member 1	miRNA	mRNA	1	2
miR-29c-3p	ELMSAN1	Human	91	ELM2 and Myb/SANT domain containing 1	miRNA	mRNA	2	1
miR-29c-3p	EIF3J	Human	91	eukaryotic translation initiation factor 3 subunit J	miRNA	mRNA	1	1
miR-29c-3p	SAMD4A	Human	91	sterile alpha motif domain containing 4A	miRNA	mRNA	1	1
miR-29c-3p	FSTL1	Human	91	follistatin like 1	miRNA	mRNA	1	2
miR-29c-3p	PPM1E	Human	91	protein phosphatase, Mg2+/Mn2+ dependent 1E	miRNA	mRNA	2	2
miR-29c-3p	C12orf40	Human	91	chromosome 12 open reading frame 40	miRNA	mRNA	1	1
miR-29c-3p	WDFY1	Human	91	WD repeat and FYVE domain containing 1	miRNA	mRNA	2	1
miR-29c-3p	ANKRD13C	Human	91	ankyrin repeat domain 13C	miRNA	mRNA	1	1
miR-29c-3p	STX16	Human	91	syntaxin 16	miRNA	mRNA	1	1
miR-29c-3p	EML5	Human	91	EMAP like 5	miRNA	mRNA	1	1
miR-29c-3p	ATRN	Human	91	attractin	miRNA	mRNA	1	1
miR-29c-3p	GPX7	Human	91	glutathione peroxidase 7	miRNA	mRNA	1	1
miR-29c-3p	ZNF704	Human	91	zinc finger protein 704	miRNA	mRNA	1	1
miR-29c-3p	IL1RAP	Human	91	interleukin 1 receptor accessory protein	miRNA	mRNA	1	2
miR-29c-3p	FBXW7	Human	91	F-box and WD repeat domain containing 7	miRNA	mRNA	2	2
miR-29c-3p	KIF26B	Human	91	kinesin family member 26B	miRNA	mRNA	1	1
miR-29c-3p	ZNF469	Human	91	zinc finger protein 469	miRNA	mRNA	1	1
miR-29c-3p	HRK	Human	91	harakiri, BCL2 interacting protein	miRNA	mRNA	1	1
miR-29c-3p	COL22A1	Human	91	collagen type XXII alpha 1 chain	miRNA	mRNA	1	2
miR-29c-3p	USP6NL	Human	91	USP6 N-terminal like	miRNA	mRNA	1	1
miR-29c-3p	SH3PXD2A	Human	91	SH3 and PX domains 2A	miRNA	mRNA	1	2
miR-29c-3p	RARB	Human	91	retinoic acid receptor beta	miRNA	mRNA	2	2
miR-140-3p	PTGDR	Human	90	prostaglandin D2 receptor	miRNA	mRNA	1	1
miR-140-3p	ANKHD1-EIF4EBP3	Human	90	ANKHD1-EIF4EBP3 readthrough	miRNA	mRNA	1	1
miR-140-3p	RBFOX2	Human	90	RNA binding fox-1 homolog 2	miRNA	mRNA	1	1
miR-140-3p	EIF4EBP3	Human	90	eukaryotic translation initiation factor 4E binding protein 3	miRNA	mRNA	1	1
miR-140-3p	DNAJC24	Human	90	DnaJ heat shock protein family (Hsp40) member C24	miRNA	mRNA	1	1
miR-140-3p	WDFY1	Human	90	WD repeat and FYVE domain containing 1	miRNA	mRNA	2	1
miR-140-3p	HIPK3	Human	90	homeodomain interacting protein kinase 3	miRNA	mRNA	1	2
miR-140-3p	IQCJ-SCHIP1	Human	90	IQCJ-SCHIP1 readthrough	miRNA	mRNA	1	1
miR-15b-5p	WIPI2	Human	90	WD repeat domain, phosphoinositide interacting 2	miRNA	mRNA	1	3
miR-15b-5p	TFCP2L1	Human	90	transcription factor CP2 like 1	miRNA	mRNA	1	1
miR-15b-5p	CDK5R1	Human	90	cyclin dependent kinase 5 regulatory subunit 1	miRNA	mRNA	1	2
miR-15b-5p	CACNA2D1	Human	90	calcium voltage-gated channel auxiliary subunit alpha2delta 1	miRNA	mRNA	1	2
miR-15b-5p	TGFBR3	Human	90	transforming growth factor beta receptor 3	miRNA	mRNA	1	3
miR-15b-5p	FAM133B	Human	90	family with sequence similarity 133 member B	miRNA	mRNA	1	1
miR-15b-5p	UBQLNL	Human	90	ubiquilin like	miRNA	mRNA	1	1
miR-15b-5p	TRIM66	Human	90	tripartite motif containing 66	miRNA	mRNA	1	2
miR-15b-5p	ELMSAN1	Human	90	ELM2 and Myb/SANT domain containing 1	miRNA	mRNA	2	1
miR-15b-5p	AK4	Human	90	adenylate kinase 4	miRNA	mRNA	1	1
miR-15b-5p	ABHD2	Human	90	abhydrolase domain containing 2	miRNA	mRNA	1	1
miR-15b-5p	C1orf21	Human	90	chromosome 1 open reading frame 21	miRNA	mRNA	1	1
miR-15b-5p	NRN1	Human	90	neuritin 1	miRNA	mRNA	1	2
miR-15b-5p	ADGRL1	Human	90	adhesion G protein-coupled receptor L1	miRNA	mRNA	1	2
miR-15b-5p	JARID2	Human	90	jumonji and AT-rich interaction domain containing 2	miRNA	mRNA	1	1
miR-15b-5p	SYNRG	Human	90	synergin gamma	miRNA	mRNA	1	1
miR-15b-5p	USP31	Human	90	ubiquitin specific peptidase 31	miRNA	mRNA	1	2
miR-15b-5p	CD47	Human	90	CD47 molecule	miRNA	mRNA	1	1
miR-15b-5p	SEMA3A	Human	90	semaphorin 3A	miRNA	mRNA	2	2
miR-15b-5p	LRIG1	Human	90	leucine rich repeats and immunoglobulin like domains 1	miRNA	mRNA	1	1
miR-15b-5p	TMC7	Human	90	transmembrane channel like 7	miRNA	mRNA	1	1
miR-15b-5p	DENND1B	Human	90	DENN domain containing 1B	miRNA	mRNA	1	2
miR-15b-5p	RAB9B	Human	90	RAB9B, member RAS oncogene family	miRNA	mRNA	1	1
miR-15b-5p	AMOT	Human	90	angiomotin	miRNA	mRNA	1	1
miR-15b-5p	FERMT2	Human	90	fermitin family member 2	miRNA	mRNA	2	2
miR-15b-5p	ILDR2	Human	90	immunoglobulin like domain containing receptor 2	miRNA	mRNA	1	1
miR-15b-5p	CSRNP1	Human	90	cysteine and serine rich nuclear protein 1	miRNA	mRNA	1	1
miR-15b-5p	NR2C2	Human	90	nuclear receptor subfamily 2 group C member 2	miRNA	mRNA	1	1
miR-15b-5p	ELL	Human	90	elongation factor for RNA polymerase II	miRNA	mRNA	1	2
miR-15b-5p	C12orf76	Human	90	chromosome 12 open reading frame 76	miRNA	mRNA	1	1
miR-15b-5p	BAG4	Human	90	BCL2 associated athanogene 4	miRNA	mRNA	1	1
miR-193b-3p	MARF1	Human	90	meiosis regulator and mRNA stability factor 1	miRNA	mRNA	1	1
miR-193b-3p	SIAH1	Human	90	siah E3 ubiquitin protein ligase 1	miRNA	mRNA	1	1
miR-193b-3p	SLC10A6	Human	90	solute carrier family 10 member 6	miRNA	mRNA	1	1
miR-193b-3p	ARHGEF12	Human	90	Rho guanine nucleotide exchange factor 12	miRNA	mRNA	1	1
miR-193b-3p	RRAS2	Human	90	RAS related 2	miRNA	mRNA	1	1
miR-199a-3p	APLF	Human	90	aprataxin and PNKP like factor	miRNA	mRNA	1	1
miR-199a-3p	AMZ2	Human	90	archaelysin family metallopeptidase 2	miRNA	mRNA	1	1
miR-199a-3p	DCBLD2	Human	90	discoidin, CUB and LCCL domain containing 2	miRNA	mRNA	1	1
miR-199a-3p	ITPK1	Human	90	inositol-tetrakisphosphate 1-kinase	miRNA	mRNA	1	1
miR-199a-3p	C2orf49	Human	90	chromosome 2 open reading frame 49	miRNA	mRNA	1	1
miR-199a-3p	MS4A7	Human	90	membrane spanning 4-domains A7	miRNA	mRNA	1	1
miR-199a-3p	PON2	Human	90	paraoxonase 2	miRNA	mRNA	1	2
miR-199a-3p	NLK	Human	90	nemo like kinase	miRNA	mRNA	1	1
miR-214-3p	BTAF1	Human	90	B-TFIID TATA-box binding protein associated factor 1	miRNA	mRNA	2	1
miR-214-3p	ACSL1	Human	90	acyl-CoA synthetase long chain family member 1	miRNA	mRNA	1	1
miR-214-3p	MEAF6	Human	90	MYST/Esa1 associated factor 6	miRNA	mRNA	1	1
miR-214-3p	JAKMIP2	Human	90	janus kinase and microtubule interacting protein 2	miRNA	mRNA	1	2
miR-214-3p	PRR23B	Human	90	proline rich 23B	miRNA	mRNA	1	1
miR-214-3p	ZNF609	Human	90	zinc finger protein 609	miRNA	mRNA	1	1
miR-214-3p	SARM1	Human	90	sterile alpha and TIR motif containing 1	miRNA	mRNA	1	1
miR-214-3p	CRKL	Human	90	CRK like proto-oncogene, adaptor protein	miRNA	mRNA	1	1
miR-214-3p	FAM19A4	Human	90	family with sequence similarity 19 member A4, C-C motif chemokine like	miRNA	mRNA	1	1
miR-214-3p	RAB4B	Human	90	RAB4B, member RAS oncogene family	miRNA	mRNA	1	1
miR-214-3p	RALGAPB	Human	90	Ral GTPase activating protein non-catalytic beta subunit	miRNA	mRNA	1	1
miR-214-3p	ATP8A1	Human	90	ATPase phospholipid transporting 8A1	miRNA	mRNA	1	1
miR-214-3p	UBL4B	Human	90	ubiquitin like 4B	miRNA	mRNA	1	1
miR-214-3p	ADSS	Human	90	adenylosuccinate synthase	miRNA	mRNA	1	1
miR-214-5p	GCNT4	Human	90	glucosaminyl (N-acetyl) transferase 4	miRNA	mRNA	1	1
miR-214-5p	KDM2A	Human	90	lysine demethylase 2A	miRNA	mRNA	1	2
miR-214-5p	SNAPC5	Human	90	small nuclear RNA activating complex polypeptide 5	miRNA	mRNA	1	1
miR-29c-3p	CD276	Human	90	CD276 molecule	miRNA	mRNA	1	2
miR-29c-3p	PCDHA8	Human	90	protocadherin alpha 8	miRNA	mRNA	1	2
miR-29c-3p	PAN2	Human	90	poly(A) specific ribonuclease subunit PAN2	miRNA	mRNA	1	2
miR-29c-3p	MAPKBP1	Human	90	mitogen-activated protein kinase binding protein 1	miRNA	mRNA	1	2
miR-29c-3p	COL6A3	Human	90	collagen type VI alpha 3 chain	miRNA	mRNA	1	2
miR-29c-3p	PPP1R15B	Human	90	protein phosphatase 1 regulatory subunit 15B	miRNA	mRNA	1	1
miR-29c-3p	B3GNT5	Human	90	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	miRNA	mRNA	1	1
miR-29c-3p	SLC30A3	Human	90	solute carrier family 30 member 3	miRNA	mRNA	1	1
miR-29c-3p	FER	Human	90	FER tyrosine kinase	miRNA	mRNA	1	2
miR-29c-3p	ANKRD13B	Human	90	ankyrin repeat domain 13B	miRNA	mRNA	1	2
miR-29c-3p	SMIM17	Human	90	small integral membrane protein 17	miRNA	mRNA	1	1
miR-29c-3p	EPC1	Human	90	enhancer of polycomb homolog 1	miRNA	mRNA	1	1
miR-29c-3p	FAM168B	Human	90	family with sequence similarity 168 member B	miRNA	mRNA	1	1
miR-29c-3p	STMN2	Human	90	stathmin 2	miRNA	mRNA	1	2
miR-29c-3p	TNFRSF1A	Human	90	TNF receptor superfamily member 1A	miRNA	mRNA	1	1
miR-29c-3p	ZNF28	Human	90	zinc finger protein 28	miRNA	mRNA	1	1
miR-29c-3p	ING2	Human	90	inhibitor of growth family member 2	miRNA	mRNA	1	1
miR-29c-3p	SH3BP5L	Human	90	SH3 binding domain protein 5 like	miRNA	mRNA	1	1
miR-29c-3p	SLC6A14	Human	90	solute carrier family 6 member 14	miRNA	mRNA	1	1
miR-29c-3p	GPATCH2	Human	90	G-patch domain containing 2	miRNA	mRNA	1	1
miR-29c-3p	PCSK5	Human	90	proprotein convertase subtilisin/kexin type 5	miRNA	mRNA	1	1
miR-29c-3p	RIC1	Human	90	RIC1 homolog, RAB6A GEF complex partner 1	miRNA	mRNA	1	1
miR-29c-3p	PPP1R13B	Human	90	protein phosphatase 1 regulatory subunit 13B	miRNA	mRNA	1	1
miR-29c-3p	COL1A2	Human	90	collagen type I alpha 2 chain	miRNA	mRNA	1	1
miR-29c-3p	KIAA1549	Human	90	KIAA1549	miRNA	mRNA	1	1
miR-29c-3p	CRISPLD1	Human	90	cysteine rich secretory protein LCCL domain containing 1	miRNA	mRNA	1	2
miR-29c-3p	FERMT2	Human	90	fermitin family member 2	miRNA	mRNA	2	2
miR-29c-3p	NPAS3	Human	90	neuronal PAS domain protein 3	miRNA	mRNA	1	1
miR-29c-3p	LOXL2	Human	90	lysyl oxidase like 2	miRNA	mRNA	1	1
miR-29c-3p	KLHL28	Human	90	kelch like family member 28	miRNA	mRNA	1	2